COUNTY,STATE,2020-mean,2021-mean,2023-mean
La Paz County,AZ,189731.68347521665,227673.17286211115,274721.2627196071
Robertson County,TX,217649.8735958573,230116.0866187332,220254.3779225133
Buckingham County,VA,174292.28579126374,199350.26820849333,215551.78072299747
Bond County,IL,124467.11674269324,136168.1709149993,142236.52929320434
Giles County,VA,128803.24144460396,149460.9876876345,172512.90779178307
Piscataquis County,ME,133417.50145218355,164409.9531555586,202931.9686926904
Marion County,AR,150469.89599264946,174424.8998274368,205616.8912490793
Rabun County,GA,232668.3392047342,300112.80255705747,364336.5192139326
Lee County,SC,125356.99765092909,143480.5258594315,149349.80807313274
Taylor County,WV,133640.2234033147,153025.15975235665,175557.00902849098
Rush County,IN,125624.34927194724,145964.42039002466,173880.65286533404
Dixie County,FL,128264.1253343756,158882.46280573987,191294.7092909497
Piatt County,IL,156145.92788519175,165871.42193931923,182331.11613317547
Lafayette County,WI,147143.66851265702,165732.47325856314,189788.1529682064
New Madrid County,MO,72206.02796544638,77461.51199855944,91111.88328937166
Socorro County,NM,156214.8886368822,171365.38092655418,182537.39556070275
Iowa County,IA,157620.886797995,172093.42814841322,200880.74378007048
Washburn County,WI,185901.29328598373,221741.69148208303,280934.7673347275
Crawford County,IA,101761.21543905296,115788.48525661252,144074.52461131228
Richland County,ND,158845.3170098829,173989.61165838753,194033.74476137385
Baker County,OR,183484.03867051087,225348.79329729688,271981.179479845
Madison County,AR,162279.82901749326,194869.7541704896,228410.6845585045
Idaho County,ID,203615.61208850387,266819.54236553266,313034.5081650061
Potter County,PA,129627.41918713805,140546.96608185474,148559.59782089936
Union County,SD,246245.10620333604,271866.01716705447,312772.326207449
Fountain County,IN,125433.16588122968,142762.43546366473,160674.42053099145
Madison County,IA,228819.1394159608,254039.1224448424,292263.4126103649
Clay County,IA,137304.37621278307,150286.93911329575,174181.43123548522
Jasper County,MS,120842.98498198423,135516.1537699869,130708.29944495704
Long County,GA,177134.84672771324,197654.73474182628,251884.5821866406
Atchison County,KS,105394.70685264251,125515.57255221966,146457.16251698547
Alamosa County,CO,201269.0097978548,229461.57368038627,279773.68910714093
Fayette County,AL,94507.22336210852,116945.95183123708,133329.72558445306
Burnett County,WI,180015.47796225213,217780.2248343341,264356.7210477335
Wayne County,TN,112243.52366368686,130988.37011503024,161801.81395231668
Parke County,IN,127093.42720208206,148239.9008772168,174425.70120894132
Dade County,GA,159584.1515314978,185107.99192770376,221841.8251080569
Hill County,MT,161472.44806817375,193617.4827440103,214742.96447172176
Lawrence County,AR,91710.50562892512,103937.5081091996,116786.99614218186
Lawrence County,KY,121971.52512983036,140490.4539320553,160019.2406041974
Brooks County,GA,115712.20074563548,133105.73863029951,154149.30022987563
Wayne County,IL,112098.19779747368,107767.66107229698,114228.57850206977
Radford City,VA,179193.60251798143,200992.34693697587,231096.69371525093
Crawford County,WI,137264.18964651486,155691.17225020684,179003.1198428945
Rockcastle County,KY,92865.73009496438,105792.42697784508,135187.92713140728
Union County,FL,165495.0104678727,185201.25908380785,251569.8366209087
Bates County,MO,154098.83428528672,185830.9821999109,205951.83881663205
Sevier County,AR,117339.90354539236,135014.61575131127,147506.4332170569
Brunswick County,VA,133183.69638180852,143180.74299301326,146367.03612449512
Appomattox County,VA,185107.47005169644,213695.2739136452,253322.8623292349
Bayfield County,WI,192631.8943604609,231714.3522874975,273611.6929507775
Kanabec County,MN,183627.43371076905,216481.437210815,252544.037259284
Ashland County,WI,132227.36257090603,150318.3710485428,176859.78117538433
Pemiscot County,MO,77572.61559238068,83968.75616659071,88284.4837686316
Neosho County,KS,65287.10719688518,78147.31263438794,93535.30057352596
Otoe County,NE,152035.17182282024,170850.8959365817,205202.03401864832
Leon County,TX,229508.083456557,256397.03292673343,284668.4953606956
Richland County,IL,102652.58551484604,106482.45542482496,119194.00892773422
Benton County,TN,118647.9166348543,138344.67284749335,165547.79718765238
Casey County,KY,84463.26714901828,99481.91037781523,121089.94598516612
Van Buren County,AR,108783.8020673028,131860.98056596363,156632.0052034798
Jefferson County,IA,131545.95535623105,144903.70196555814,162065.64066006636
Trinity County,CA,275214.4321650242,316705.07959442574,301432.73252150894
Osage County,KS,130462.22426405604,151521.2402959152,177758.8941541762
Mercer County,IL,131921.6018501265,137206.29534571603,143603.98313220972
Aitkin County,MN,173275.14704220777,201115.6850522987,238468.5861667893
Sequatchie County,TN,170099.04562497674,200181.3134422612,241742.9486733132
Moniteau County,MO,152547.77968697093,171164.79247674817,197331.67517908703
Jefferson County,GA,90639.4715814534,105697.08054590624,105734.41235983658
Henry County,KY,154405.3267803278,178814.42715087792,208050.2579772816
Pawnee County,OK,104087.1743378468,120451.9171320275,143240.89923996528
Clarke County,MS,97503.20017193787,108000.25005289644,106961.39441815314
Floyd County,IA,116567.6927446137,126287.42516380212,140987.83246625986
Nottoway County,VA,121669.46778468936,139648.79189614826,173539.35907111457
Dewitt County,IL,100641.1528519192,105757.8193049935,119647.16395159053
Grand County,CO,509773.1157962473,638369.4545782027,750051.2045769156
Barbour County,WV,100242.0245721031,112888.8643564696,119821.32837290318
Clark County,IL,113308.0891038454,121647.8433941938,127429.66531945864
Carroll County,IL,97980.65325895532,108367.96874189789,123145.27041006752
Washington County,AL,131494.32299482138,146195.81790060515,150282.46585668682
Floyd County,VA,174183.8816793427,198390.5409962939,234692.1349312488
Marquette County,WI,160060.06323283853,186931.8447756028,225391.633292139
Vermillion County,IN,92206.16947761214,105720.73927768324,118267.333531716
Lawrence County,IL,71252.85893036508,76226.033313157,78952.8774513014
Brown County,IN,225509.7273903742,269998.4105253373,323366.18098380574
Redwood County,MN,125228.92184609194,139016.22158352562,159648.15732524084
Gooding County,ID,193270.8883423329,257825.31659599752,309283.51245048014
Grayson County,VA,125277.78835402882,148954.80242093888,170357.3486495211
Marshall County,OK,134461.14678201568,158556.51871179274,190136.88271898133
West Feliciana Parish,LA,266839.2020122017,282806.22450541414,326509.9928075492
Roseau County,MN,166677.7394190399,185279.3617494408,225917.5424418396
Tipton County,IN,146706.90141675336,170880.4212112808,201239.40201978144
Kingfisher County,OK,174221.48607158475,188222.17567882373,201559.2774250861
Alleghany County,VA,113509.73166293195,129933.23427935936,146327.64247681465
Page County,IA,103387.51994723718,111507.5799115243,129148.20379555016
Macon County,MO,116989.33026501072,135232.8212669232,163847.1236681919
Jackson Parish,LA,108878.2438842765,112401.0731502399,112648.37079069966
Gulf County,FL,254796.76750082965,298914.65573093813,395065.1918959872
Pecos County,TX,161220.963112478,186821.0643651468,156157.8257421086
Williamsburg City,VA,286331.1089905992,313664.9078217927,362663.2275858766
Torrance County,NM,183169.63898186063,197540.1400719953,210402.0184149484
Hamilton County,IA,107769.96417996842,121301.15379541462,142519.33214024195
Cleburne County,AL,162538.69040447148,191042.25671728,211622.0137354972
Missaukee County,MI,170235.15846466165,185617.81058891423,201796.3850882493
Arenac County,MI,105514.27802304116,121399.28942328482,137625.26981985077
Livingston County,MO,120582.04799649247,135677.74851713967,159275.9398014793
Fleming County,KY,107332.70937133313,120754.43250214632,153674.41562100852
Jackson County,TX,175119.08498486047,205307.6498791564,200507.51075923568
Mitchell County,NC,149014.27905825817,177419.2121116392,226980.6483085764
Sibley County,MN,212187.1546584769,231566.20373813703,254585.1034204468
Pike County,IL,84338.72301163139,89945.9766621333,87855.42584844748
Bledsoe County,TN,142436.04522128194,173307.22897714077,208817.6259399496
Gogebic County,MI,74388.2277982703,93044.70644383214,103281.61697921342
Kossuth County,IA,117408.8881491296,128349.51181666796,146505.06330430237
Karnes County,TX,178618.45653472646,189700.9060116432,159794.10709370938
Hale County,AL,130780.26008865854,147727.94274047605,160399.9353617716
Clay County,SD,170733.90307775326,191339.79924670447,228421.587251206
Gasconade County,MO,135562.76653076292,159230.8116270584,190547.12060173825
Manassas Park City,VA,320040.43905278464,359078.7214109186,400720.2329925952
Nelson County,VA,222273.9278361986,270531.7045247196,329834.0432664835
Oglethorpe County,GA,187241.4153105152,221595.1736868169,274223.9116482246
LaSalle Parish,LA,147364.82762959634,154902.3102270542,151229.5848264773
Larue County,KY,143701.75651738897,163247.15507715475,194388.4393484057
Renville County,MN,132080.4165555723,155278.44142098704,177912.4858518076
Jeff Davis County,GA,90607.2150353825,103908.33667526128,122692.0564718216
Nolan County,TX,118776.0749625496,126909.56985006951,118552.57227143129
Clarke County,VA,384354.70390647015,444580.55565673,491776.4868914778
Carbon County,WY,173486.90118869327,187790.9873997766,206786.36902757603
Clay County,AR,77932.96549571853,87494.39707073166,100081.55071532668
Mills County,IA,217817.1259651165,232484.7346304291,257196.6811471116
Moultrie County,IL,112572.88888742104,123648.18245526664,134616.85866932655
Wetzel County,WV,90986.56333098307,101661.6479988731,110865.44856690295
Pendleton County,KY,140973.5604436799,164375.65294467515,193146.9857148498
Harrison County,OH,107097.63824679604,121926.0130144008,132724.38358179692
San Juan County,UT,232660.4792919235,276229.983767032,317133.4548645588
Harrison County,IA,173060.60062920285,176430.03872206065,196083.58160854565
Dent County,MO,109684.83892791982,131317.06437693792,166741.3799655609
Reeves County,TX,196113.4675052105,218823.6843220914,174711.17829870406
Las Animas County,CO,160864.45128495057,193766.5367978261,241542.727522328
Fulton County,PA,164999.89695980595,184384.23936463243,210767.9986436613
Knott County,KY,75375.20241508304,95864.067038676,115690.13060394868
Smith County,MS,128850.34260814158,144093.60956314925,148725.55840126306
Jasper County,GA,186069.3291761461,225951.68485453023,278984.3916043401
Claiborne Parish,LA,193531.6538661257,147817.33085932923,111321.15854093252
Butler County,IA,133946.0215583249,146914.73150674152,174163.679962454
Bourbon County,KS,76343.00590244238,90808.70598672336,109034.15700045024
Jefferson County,FL,184853.59944860483,216817.3572333573,272019.64166545257
Saline County,NE,132601.7237185512,152024.09891495103,184997.528618908
Falls Church City,VA,872406.5154716307,955754.6281093564,1029163.3063792532
Cannon County,TN,196172.8205611737,231188.30861610305,281565.8037601042
Choctaw County,OK,83732.80670272808,98291.09908498148,124860.47697758143
Massac County,IL,94472.54782125512,97304.54124419314,102163.1099830494
Hardy County,WV,142214.6902974265,174270.26771567462,207526.3491536037
Dickenson County,VA,68310.09112521268,81029.10592730425,88040.24718527688
Calhoun County,SC,165116.5301860443,185485.0973429962,213494.627066809
Cedar County,MO,124972.419280208,144889.80962576487,185967.297714616
Clay County,AL,126506.41163966652,143013.1804996604,155990.85615038962
Rusk County,WI,131499.2546397932,154274.3062063856,187092.20851422823
Craig County,OK,108985.10466589576,129007.0968838832,156155.28680843802
Swain County,NC,197939.32976005404,236343.92929015108,289762.5779015576
Noble County,OH,134789.7759228113,157383.0175557666,175112.69482444695
York County,NE,155357.2282636006,171609.31134991665,200123.38244267745
Estill County,KY,84259.8169198988,94720.05508778933,103369.78327894107
O Brien County,IA,119097.58219356196,132762.09170051554,151083.20145975516
Roane County,WV,108079.58569217368,124939.87290252408,125620.98634494116
Atoka County,OK,123218.11966345905,147517.1120965078,179016.9684773649
Allamakee County,IA,163211.81842842474,176962.00118581532,202808.52544828205
Trigg County,KY,156481.6115092051,153936.4075865039,138753.0414356244
Pennington County,MN,193580.23685664,200135.15971009704,210956.1902152524
Franklin County,ID,285106.0674764547,365572.47342830553,398755.9933420874
Screven County,GA,115710.68899694172,136373.19833832895,159176.12570469448
Crockett County,TN,116146.3479476755,133880.63631771354,155633.64931752914
Wadena County,MN,154025.36697069122,176244.03310828414,199509.58824534807
Price County,WI,134738.4606724343,161225.47805766473,189574.49361390463
Walthall County,MS,120189.86307792018,135663.28525915925,140995.4865571695
Hamilton County,FL,113833.52562885928,139933.9227418756,185642.97418586808
White County,IL,93487.89883416914,95537.64549765,91165.69072011267
Morgan County,OH,106118.0485546523,122777.07654320878,136199.8925387252
Ketchikan Gateway Borough,AK,338283.9111281369,363366.8718022687,386327.9067153603
Zapata County,TX,143758.57230301536,156940.50570950724,137494.4983254803
Faribault County,MN,96613.45287049247,108680.71096761954,135187.5386181478
Lamar County,AL,105068.0294324782,121295.64182965872,131532.44444217553
Winn Parish,LA,115567.13677605148,110930.03820342357,110739.39731344645
Murray County,OK,102321.88879007644,113745.25906021104,145526.89512797305
Newton County,IN,139916.6473196846,163476.81807105662,190097.50364772973
Calhoun County,FL,116972.50065208528,144046.9839680906,169466.55760808813
Glacier County,MT,95551.86989181762,113175.19578859476,154340.10293519733
Washington County,IL,116763.39464041522,128465.10930986523,137903.14215518342
Chowan County,NC,149128.10450007112,176461.28492867065,220426.1284091985
Nantucket County,MA,1829189.7130728485,2117266.331553617,2635907.188326877
Union County,KY,90003.48177087029,103626.33674181948,119988.0528369763
